datetime,Temp,Supply_MW,Humidity,wind_speed
2017-01-28 11:00,271.91,11,68,6
2017-01-28 12:00,271.65,11,74,8
2017-01-28 13:00,271.55,12,74,5
2017-01-28 14:00,271.33,11,74,8
2017-01-28 15:00,271.55,11,74,9
2017-01-28 16:00,271.75,11,74,9
2017-01-28 17:00,271.74,11,86,3
2017-01-28 18:00,271.75,11,80,4
2017-01-28 19:00,272.15,12,74,3
2017-01-28 20:00,272.14,11,79,8
2017-01-28 21:00,272.55,11,79,7
2017-01-28 22:00,272.15,11,79,9
2017-01-28 23:00,272.33,12,82,8
2017-01-29 0:00,271.95,12,82,10
2017-01-29 1:00,271.75,12,92,9
2017-01-29 2:00,271.92,12,86,11
2017-01-29 3:00,271.94,12,86,8
2017-01-29 4:00,271.63,12,86,7
2017-01-29 5:00,271.67,12,79,3
2017-01-29 6:00,271.4,12,79,5
2017-01-29 7:00,271.41,12,79,5
2017-01-29 8:00,270.92,12,79,5
2017-01-29 9:00,270.71,12,68,7
2017-01-29 10:00,269.89,12,63,12
2017-01-29 11:00,269.66,12,63,9
2017-01-29 12:00,269.37,12,68,7
2017-01-29 13:00,269.54,12,63,8
2017-01-29 14:00,269.55,12,58,7
2017-01-29 15:00,269.96,12,73,2
2017-01-29 16:00,269.97,12,68,3
2017-01-29 17:00,270.33,12,54,7
2017-01-29 18:00,270.57,12,58,6
2017-01-29 19:00,270.18,12,63,5
2017-01-29 20:00,270.33,12,58,4
2017-01-29 21:00,269.75,12,58,6
2017-01-29 22:00,269.56,12,53,4
2017-01-29 23:00,268.92,12,53,6
2017-01-30 0:00,268.93,12,49,4
2017-01-30 1:00,268.55,12,53,5
2017-01-30 2:00,267.74,12,58,5
2017-01-30 3:00,267.34,12,57,2
2017-01-30 4:00,266.88,12,57,3
2017-01-30 5:00,266.17,12,78,4
2017-01-30 6:00,266.11,12,62,3
2017-01-30 7:00,265.4,11,78,4
2017-01-30 8:00,264.44,11,78,3
2017-01-30 9:00,263.86,11,62,2
2017-01-30 10:00,262.61,11,72,3
2017-01-30 11:00,262.37,11,66,3
2017-01-30 12:00,262.12,11,66,4
2017-01-30 13:00,262.78,11,61,5
2017-01-30 14:00,262.5,11,73,4
2017-01-30 15:00,263.57,11,56,4
2017-01-30 16:00,264.14,11,52,3
2017-01-30 17:00,265.16,11,52,1
2017-01-30 18:00,265.55,11,48,3
2017-01-30 19:00,266.35,11,53,3
2017-01-30 20:00,267.36,11,57,3
2017-01-30 21:00,268.15,11,49,6
2017-01-30 22:00,268.15,11,45,5
2017-01-30 23:00,267.94,11,45,5
2017-01-31 0:00,266.75,11,49,3
2017-01-31 1:00,265.94,11,53,3
2017-01-31 2:00,265.52,12,53,3
2017-01-31 3:00,265.54,11,66,1
2017-01-31 4:00,265.33,12,57,6
2017-01-31 5:00,264.57,11,53,6
2017-01-31 6:00,265.59,11,45,4
2017-01-31 7:00,265.59,11,45,2
2017-01-31 8:00,266.41,11,78,4
2017-01-31 9:00,266.94,11,92,4
2017-01-31 10:00,267.94,11,92,5
2017-01-31 11:00,267.86,11,68,5
2017-01-31 12:00,267.98,11,85,5
2017-01-31 13:00,267.97,11,85,5
2017-01-31 14:00,268.12,11,63,4
2017-01-31 15:00,268.52,11,79,8
2017-01-31 16:00,269.54,11,79,4
2017-01-31 17:00,269.72,11,74,5
2017-01-31 18:00,270.14,11,79,5
2017-01-31 19:00,270.14,11,86,3
2017-01-31 20:00,270.51,11,80,3
2017-01-31 21:00,270.72,11,80,5
2017-01-31 22:00,270.35,11,86,4
2017-01-31 23:00,270.3,11,80,4
